,Rk,Player,Pos,Age,Tm,Games,Minutes Played,Player Efficiency Rating,True Shooting Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage, ,Offensive Win Shares,Defensive Win Shares,Win Shares,Win Shares Per 48 Minutes, .1,OBPM,DBPM,BPM,VORP,Season
690,74,Eric Gordon,SG,26,NOP,4,143,14.6,.555,.500,.094,2.4,5.3,3.9,18.2,0.7,1.2,13.0,24.5,,0.2,-0.1,0.0,.008,,3.2,-2.0,1.3,0.1,2014-2015
691,75,Marcin Gortat,C,30,WAS,10,307,19.4,.642,.000,.279,9.9,20.9,15.6,12.1,1.0,2.8,14.2,16.3,,0.8,0.5,1.3,.202,,0.5,2.1,2.6,0.4,2014-2015
692,76,Danny Green,SG,27,SAS,7,204,10.5,.456,.656,.098,3.5,8.1,5.8,10.8,1.7,2.7,7.3,15.1,,0.1,0.2,0.2,.053,,0.5,1.4,2.0,0.2,2014-2015
693,77,Draymond Green,PF,24,GSW,21,784,16.6,.517,.379,.363,6.5,22.8,14.7,21.2,2.5,2.5,17.2,19.2,,0.9,1.7,2.6,.160,,0.7,3.8,4.5,1.3,2014-2015
694,78,JaMychal Green,PF,24,MEM,5,8,16.8,.347,.500,1.000,0.0,42.2,20.7,0.0,6.5,11.4,0.0,16.4,,0.0,0.0,0.0,.143,,-3.1,7.1,4.0,0.0,2014-2015
695,79,Jeff Green,SF,28,MEM,11,298,7.9,.410,.167,.241,3.3,16.2,9.6,10.2,0.9,1.5,11.8,20.8,,-0.5,0.3,-0.2,-0.033,,-3.1,-0.9,-4.0,-0.1,2014-2015
696,80,Blake Griffin,PF,25,LAC,14,557,24.8,.557,.026,.387,7.3,26.1,16.8,27.3,1.2,2.2,12.3,28.5,,1.5,0.6,2.1,.179,,5.5,1.1,6.6,1.2,2014-2015
697,81,Jorge Gutiérrez,PG,26,MIL,1,12,6.5,.500,.000,.000,0.0,9.7,4.4,13.8,0.0,0.0,0.0,7.5,,0.0,0.0,0.0,.047,,-5.0,-1.4,-6.5,0.0,2014-2015
698,82,Tyler Hansbrough,PF,29,TOR,4,48,3.5,.370,.000,.800,2.2,12.6,7.1,8.6,2.1,1.8,22.8,8.2,,0.0,0.0,0.0,-0.042,,-5.3,0.8,-4.5,0.0,2014-2015
699,83,James Harden,SG,25,HOU,17,636,24.8,.620,.364,.605,2.0,13.7,7.9,35.0,2.1,0.9,17.1,29.5,,2.3,0.3,2.7,.202,,6.1,1.5,7.6,1.5,2014-2015
700,84,Devin Harris,PG,31,DAL,4,74,5.8,.445,.478,.391,1.3,10.1,5.6,7.1,1.3,0.0,12.9,17.1,,0.0,0.0,0.0,-0.031,,-5.7,-2.1,-7.7,-0.1,2014-2015
701,85,Joe Harris,SG,23,CLE,6,16,10.9,.515,.500,.667,0.0,6.8,3.4,10.7,0.0,0.0,11.4,24.8,,0.0,0.0,0.0,.064,,-2.8,-2.0,-4.8,0.0,2014-2015
702,86,Spencer Hawes,PF,26,LAC,8,57,18.8,.643,.353,.118,5.6,18.2,12.0,13.3,1.7,4.5,5.3,14.4,,0.2,0.1,0.3,.216,,2.9,3.8,6.7,0.1,2014-2015
703,87,Brendan Haywood,C,35,CLE,1,2,-21.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,,0.0,0.0,0.0,-0.521,,-17.3,-9.4,-26.7,0.0,2014-2015
704,88,John Henson,C,24,MIL,6,153,17.4,.562,.024,.341,13.4,20.5,16.6,4.9,1.7,5.8,18.9,17.1,,0.1,0.2,0.3,.087,,-1.1,0.7,-0.3,0.1,2014-2015
705,89,Nenê,PF,32,WAS,10,257,11.1,.459,.000,.303,10.9,16.8,13.9,9.2,1.8,0.9,14.0,17.3,,0.0,0.4,0.4,.074,,-3.2,0.5,-2.8,-0.1,2014-2015
706,90,Kirk Hinrich,SG,34,CHI,10,126,9.2,.640,.526,.158,0.0,4.3,2.2,13.5,1.3,0.6,4.7,7.7,,0.2,0.1,0.4,.134,,-2.3,1.4,-0.9,0.0,2014-2015
707,91,Jrue Holiday,PG,24,NOP,3,55,13.6,.458,.211,.211,4.1,2.0,3.0,36.7,1.9,1.6,19.4,21.4,,0.0,0.0,0.0,-0.028,,1.8,-2.8,-0.9,0.0,2014-2015
708,92,Justin Holiday,SG,25,GSW,5,11,1.9,.750,.500,.000,0.0,9.8,5.0,13.1,0.0,0.0,50.0,16.3,,0.0,0.0,0.0,-0.078,,-4.6,-0.6,-5.2,0.0,2014-2015
709,93,Al Horford,C,28,ATL,16,522,19.8,.525,.043,.095,8.2,20.1,14.2,20.4,1.3,3.6,10.2,21.4,,0.8,0.7,1.5,.141,,2.1,1.6,3.7,0.8,2014-2015
710,94,Dwight Howard,C,29,HOU,17,574,20.4,.546,.000,.907,11.3,31.4,21.5,5.9,1.9,5.4,12.7,21.2,,0.6,0.9,1.5,.126,,1.2,1.2,2.4,0.6,2014-2015
711,95,Lester Hudson,SG,30,LAC,7,38,10.5,.500,.500,.000,0.0,2.7,1.4,28.0,2.6,2.3,17.6,19.4,,0.0,0.0,0.0,.033,,-1.4,1.7,0.2,0.0,2014-2015
712,96,Kris Humphries,PF,29,WAS,1,5,21.6,1.000,.000,.000,0.0,63.1,32.6,0.0,0.0,0.0,0.0,8.9,,0.0,0.0,0.0,.296,,0.1,2.7,2.8,0.0,2014-2015
713,97,Andre Iguodala,SF,31,GSW,21,635,15.4,.546,.480,.380,2.8,13.2,8.1,18.0,2.0,0.9,6.6,15.1,,1.3,1.0,2.2,.170,,1.7,2.8,4.5,1.0,2014-2015
714,98,Ersan İlyasova,PF,27,MIL,6,142,8.0,.398,.377,.164,4.1,13.9,8.6,3.9,1.8,1.9,7.1,22.3,,-0.3,0.1,-0.1,-0.046,,-2.9,-1.4,-4.3,-0.1,2014-2015
715,99,Kyrie Irving,PG,22,CLE,13,464,20.9,.573,.324,.373,2.4,8.6,5.6,20.1,1.9,2.0,8.5,23.0,,1.5,0.5,2.0,.209,,4.5,0.7,5.2,0.8,2014-2015
716,100,Jarrett Jack,PG,31,BRK,6,153,17.6,.620,.278,.241,1.4,16.3,8.8,31.6,2.3,0.6,25.1,23.9,,0.1,0.2,0.3,.090,,0.4,1.3,1.7,0.1,2014-2015
717,101,Bernard James,C,29,DAL,1,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,-0.039,,-3.7,-2.4,-6.0,0.0,2014-2015
718,102,LeBron James,SF,30,CLE,20,844,25.3,.487,.202,.307,4.9,24.3,14.7,45.2,2.1,2.1,11.7,37.6,,1.6,1.5,3.0,.173,,5.9,2.0,7.9,2.1,2014-2015
719,103,Richard Jefferson,SF,34,DAL,4,51,3.5,.504,.571,.143,0.0,4.2,2.0,2.6,1.8,0.0,16.8,14.3,,0.0,0.0,0.0,-0.032,,-4.7,-1.7,-6.4,-0.1,2014-2015
720,104,John Jenkins,SG,23,ATL,4,21,19.0,.833,.667,.000,5.1,10.2,7.6,0.0,0.0,0.0,0.0,13.0,,0.1,0.0,0.1,.202,,4.3,-1.0,3.3,0.0,2014-2015
721,105,Jonas Jerebko,PF,27,BOS,4,68,3.3,.346,.267,.133,6.3,16.5,11.3,2.3,1.5,1.4,15.9,12.4,,-0.1,0.0,-0.1,-0.073,,-5.7,-0.8,-6.6,-0.1,2014-2015
722,106,Amir Johnson,PF,27,TOR,4,112,16.0,.671,.034,.414,6.7,22.7,14.2,6.3,0.5,2.3,17.0,16.6,,0.2,0.0,0.2,.089,,0.2,-0.2,0.0,0.0,2014-2015
723,107,James Johnson,PF,27,TOR,2,12,-3.9,.231,.000,1.000,0.0,20.1,9.5,14.4,0.0,0.0,0.0,32.4,,-0.1,0.0,-0.1,-0.439,,-6.6,-8.7,-15.3,0.0,2014-2015
724,108,Joe Johnson,SG,33,BRK,6,249,14.2,.473,.436,.255,2.2,17.9,10.0,19.3,1.4,0.0,4.6,20.1,,0.3,0.2,0.5,.089,,0.8,0.3,1.1,0.2,2014-2015
725,109,Nick Johnson,SG,22,HOU,9,49,-1.1,.328,.412,.176,2.1,6.3,4.2,11.7,0.0,1.6,17.9,19.0,,-0.2,0.0,-0.2,-0.165,,-7.2,-2.4,-9.6,-0.1,2014-2015
726,110,Dahntay Jones,SF,34,LAC,11,18,9.6,1.000,.000,.000,0.0,5.8,2.9,0.0,5.4,0.0,0.0,4.8,,0.0,0.0,0.1,.175,,-5.7,7.0,1.3,0.0,2014-2015
727,111,James Jones,SF,34,CLE,20,311,7.9,.536,.853,.187,0.4,9.8,5.1,4.6,1.4,0.8,5.8,12.6,,0.4,0.3,0.6,.100,,-1.9,0.8,-1.1,0.1,2014-2015
728,112,Terrence Jones,PF,23,HOU,17,401,12.9,.473,.119,.340,7.6,13.3,10.5,6.9,0.9,2.4,8.0,20.7,,0.2,0.1,0.3,.037,,-1.2,-1.2,-2.4,0.0,2014-2015
729,113,DeAndre Jordan,C,26,LAC,14,482,20.7,.610,.000,1.938,10.9,29.7,20.4,4.8,1.6,5.9,10.2,15.0,,1.2,0.8,1.9,.192,,2.9,1.5,4.4,0.8,2014-2015
730,114,Jerome Jordan,C,28,BRK,1,5,-16.3,.000,.000,.000,21.6,21.7,21.7,0.0,0.0,0.0,33.3,27.5,,-0.1,0.0,-0.1,-0.605,,-16.6,-10.7,-27.4,0.0,2014-2015
731,115,Cory Joseph,PG,23,SAS,4,22,17.3,.799,.000,.333,0.0,5.0,2.4,0.0,0.0,3.6,12.7,16.1,,0.0,0.0,0.1,.122,,0.1,1.7,1.8,0.0,2014-2015
732,116,Chris Kaman,C,32,POR,3,37,11.7,.533,.000,.125,14.4,26.7,20.5,13.8,0.0,0.0,26.2,14.2,,0.0,0.0,0.0,.056,,-0.7,-1.0,-1.7,0.0,2014-2015
733,117,Kyle Korver,SG,33,ATL,14,526,11.3,.557,.827,.120,0.2,14.1,7.1,9.5,2.0,2.3,13.0,13.9,,0.2,0.7,0.8,.077,,-0.2,0.9,0.8,0.4,2014-2015
734,118,Kosta Koufos,C,25,MEM,11,127,19.0,.557,.000,.161,16.2,17.7,16.9,5.2,1.6,4.3,2.9,12.3,,0.3,0.2,0.5,.198,,1.9,1.0,2.9,0.2,2014-2015
735,119,Courtney Lee,SG,29,MEM,11,367,15.5,.663,.300,.230,0.9,7.7,4.2,11.0,1.7,0.0,10.6,15.3,,0.9,0.2,1.1,.145,,0.9,1.7,2.6,0.4,2014-2015
736,120,David Lee,PF,31,GSW,13,107,14.1,.429,.000,.375,11.3,23.2,17.3,11.8,1.4,1.5,4.1,20.4,,0.1,0.2,0.3,.133,,-1.4,0.6,-0.9,0.0,2014-2015
737,121,Kawhi Leonard,SF,23,SAS,7,250,19.9,.571,.239,.321,5.4,17.2,11.1,12.5,1.6,1.3,10.8,25.0,,0.5,0.2,0.7,.143,,3.0,1.5,4.4,0.4,2014-2015
738,122,Meyers Leonard,C,22,POR,5,106,19.6,.891,.619,.095,6.0,27.9,16.8,8.4,1.0,1.2,12.1,10.8,,0.4,0.1,0.5,.232,,5.1,3.2,8.4,0.3,2014-2015
739,123,Jon Leuer,PF,25,MEM,4,9,22.4,.500,.000,.000,24.0,37.5,30.6,0.0,0.0,0.0,0.0,20.3,,0.0,0.0,0.0,.193,,4.2,-1.7,2.5,0.0,2014-2015
740,124,Damian Lillard,PG,24,POR,5,201,15.0,.491,.323,.333,1.1,9.8,5.4,22.8,0.5,1.0,9.8,27.8,,0.1,0.0,0.2,.038,,1.9,-1.4,0.5,0.1,2014-2015
741,125,Shaun Livingston,PG,29,GSW,21,375,11.5,.583,.013,.316,3.8,10.9,7.4,15.1,1.1,1.1,18.9,13.3,,0.5,0.5,0.9,.118,,-1.6,1.1,-0.5,0.1,2014-2015
742,126,Brook Lopez,C,26,BRK,6,234,21.0,.569,.000,.460,9.2,15.8,12.5,3.8,0.9,4.9,5.4,21.6,,0.7,0.2,0.9,.182,,2.5,-0.2,2.4,0.3,2014-2015
743,127,Robin Lopez,C,26,POR,5,117,11.6,.702,.000,.533,8.2,12.2,10.2,4.1,0.4,2.8,21.3,9.2,,0.2,0.1,0.3,.110,,-1.4,0.8,-0.6,0.0,2014-2015
744,128,Kevin Love,PF,26,CLE,4,107,20.0,.577,.512,.463,6.3,22.3,14.4,16.9,0.5,1.6,10.8,23.5,,0.3,0.1,0.5,.208,,4.1,0.2,4.3,0.2,2014-2015
745,129,Kyle Lowry,PG,28,TOR,4,131,8.1,.396,.404,.193,5.7,13.8,9.5,23.8,1.9,0.0,16.3,25.3,,-0.3,0.0,-0.3,-0.115,,-2.5,-2.9,-5.4,-0.1,2014-2015
746,130,Shelvin Mack,PG,24,ATL,10,99,14.7,.468,.538,.154,2.2,9.7,5.9,16.6,4.1,0.0,4.6,20.1,,0.0,0.1,0.2,.093,,-0.5,2.0,1.5,0.1,2014-2015
747,131,Shawn Marion,SF,36,CLE,6,25,6.0,.167,.000,.000,8.9,17.4,13.2,6.0,4.2,0.0,0.0,10.9,,0.0,0.0,0.0,-0.003,,-4.3,0.8,-3.5,0.0,2014-2015
748,132,O.J. Mayo,SG,27,MIL,6,156,10.3,.455,.352,.222,0.6,14.1,6.8,20.2,2.3,0.6,13.2,19.7,,-0.1,0.1,0.1,.016,,-2.6,0.9,-1.7,0.0,2014-2015
749,133,James Michael McAdoo,PF,22,GSW,5,10,19.7,.667,.000,.000,11.0,32.3,21.8,0.0,0.0,8.0,25.0,17.9,,0.0,0.0,0.0,.121,,1.1,2.6,3.7,0.0,2014-2015
750,134,CJ McCollum,SG,23,POR,5,166,16.1,.584,.343,.194,0.6,12.5,6.5,2.4,1.9,0.4,7.6,21.7,,0.3,0.1,0.4,.103,,0.6,1.4,1.9,0.2,2014-2015
751,135,Doug McDermott,SF,23,CHI,3,10,19.1,.644,.667,.667,11.2,10.8,11.0,16.2,0.0,0.0,20.5,22.2,,0.0,0.0,0.0,.193,,4.1,-0.2,3.9,0.0,2014-2015
752,136,Khris Middleton,SF,23,MIL,6,232,12.7,.482,.370,.163,2.9,7.5,5.0,9.6,3.1,1.2,9.2,21.0,,0.0,0.2,0.2,.040,,-0.2,0.9,0.7,0.1,2014-2015
753,137,Mike Miller,SF,34,CLE,9,65,6.6,.900,1.000,.000,0.0,16.7,8.5,0.0,0.8,1.3,16.7,4.2,,0.1,0.1,0.1,.098,,-2.6,1.6,-1.0,0.0,2014-2015
754,138,Patty Mills,PG,26,SAS,7,112,23.4,.744,.667,.310,3.7,14.8,9.1,11.9,0.9,0.0,9.5,21.1,,0.5,0.1,0.6,.262,,5.8,2.8,8.6,0.3,2014-2015
755,139,Paul Millsap,PF,29,ATL,16,566,16.4,.499,.234,.373,6.8,19.5,13.1,16.0,2.3,2.0,12.3,22.3,,0.4,0.9,1.3,.108,,0.2,1.2,1.4,0.5,2014-2015
756,140,Nikola Mirotić,PF,23,CHI,11,164,9.8,.421,.455,.303,4.8,15.1,10.0,9.2,1.9,2.9,9.7,23.0,,-0.1,0.3,0.1,.041,,-2.5,0.0,-2.6,0.0,2014-2015
757,141,Nazr Mohammed,C,37,CHI,3,14,11.5,.286,.143,.000,24.0,15.4,19.6,0.0,0.0,5.7,0.0,22.8,,0.0,0.0,0.0,-0.017,,-2.2,-5.5,-7.7,0.0,2014-2015
758,142,E'Twaun Moore,SG,25,CHI,3,9,21.9,.417,.167,.000,0.0,35.8,18.3,0.0,11.8,0.0,0.0,30.4,,0.0,0.0,0.0,.161,,-1.6,14.4,12.8,0.0,2014-2015
759,143,Darius Morris,PG,24,BRK,1,5,-8.2,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,,0.0,0.0,0.0,-0.237,,-10.5,-4.7,-15.2,0.0,2014-2015
760,144,Timofey Mozgov,C,28,CLE,20,529,17.9,.577,.000,.547,12.0,18.2,15.2,4.3,0.8,5.8,16.8,18.9,,0.9,0.8,1.7,.156,,-0.2,0.8,0.6,0.3,2014-2015
761,145,Mike Muscala,PF,23,ATL,10,102,14.9,.636,.242,.000,8.4,10.5,9.4,1.7,0.5,2.4,10.8,16.5,,0.2,0.1,0.2,.114,,-0.3,-1.0,-1.3,0.0,2014-2015
762,146,Joakim Noah,C,29,CHI,12,395,12.0,.407,.000,.263,12.8,23.7,18.3,15.0,1.3,2.8,19.1,12.1,,0.0,0.8,0.8,.095,,-1.8,0.7,-1.1,0.1,2014-2015
763,147,Dirk Nowitzki,PF,36,DAL,5,181,18.0,.550,.202,.333,2.2,28.3,14.8,10.1,0.5,0.9,9.4,24.0,,0.4,0.1,0.4,.114,,2.1,-0.4,1.7,0.2,2014-2015
764,148,Johnny O'Bryant,PF,21,MIL,1,12,8.9,.375,.000,.000,8.1,19.3,13.3,0.0,0.0,0.0,0.0,30.0,,0.0,0.0,0.0,-0.097,,-1.8,-4.0,-5.8,0.0,2014-2015
765,149,Kelly Olynyk,C,23,BOS,4,53,9.8,.648,.462,.154,4.0,6.4,5.2,6.4,1.9,3.7,22.4,15.1,,0.0,0.0,0.0,.031,,-2.8,1.7,-1.1,0.0,2014-2015
766,150,Zaza Pachulia,C,30,MIL,6,129,15.4,.437,.000,.325,8.3,26.1,16.4,12.4,4.0,2.1,9.9,17.7,,0.0,0.3,0.2,.087,,-1.6,2.8,1.1,0.1,2014-2015
767,151,Kostas Papanikolaou,SF,24,HOU,8,21,-14.0,.307,.750,.500,0.0,9.8,4.9,0.0,0.0,0.0,50.6,19.6,,-0.2,0.0,-0.2,-0.399,,-17.2,-5.5,-22.7,-0.1,2014-2015
768,152,Tony Parker,PG,32,SAS,7,210,6.5,.386,.099,.187,2.0,10.0,5.8,18.9,0.5,0.0,10.0,23.4,,-0.4,0.1,-0.3,-0.067,,-5.0,-2.3,-7.4,-0.3,2014-2015
769,153,Chandler Parsons,SF,26,DAL,1,37,2.9,.333,.267,.000,0.0,17.3,8.3,7.4,0.0,0.0,6.3,17.7,,-0.1,0.0,-0.1,-0.118,,-3.4,-2.3,-5.7,0.0,2014-2015
770,154,Patrick Patterson,PF,25,TOR,4,106,16.7,.713,.556,.148,4.0,11.4,7.5,7.8,1.4,0.0,9.4,13.5,,0.3,0.0,0.3,.125,,4.5,-0.4,4.1,0.2,2014-2015
771,155,Chris Paul,PG,29,LAC,12,445,25.7,.627,.344,.270,1.7,10.7,6.3,39.1,2.4,0.6,11.0,23.2,,2.0,0.3,2.3,.248,,7.2,1.5,8.6,1.2,2014-2015
772,156,Kendrick Perkins,C,30,CLE,8,33,3.8,.403,.000,1.250,6.8,23.0,15.0,0.0,0.0,7.7,24.4,22.5,,-0.1,0.1,-0.1,-0.085,,-10.2,-0.2,-10.4,-0.1,2014-2015
773,157,Paul Pierce,SF,37,WAS,10,298,16.3,.677,.636,.202,0.0,14.8,7.6,5.0,1.0,1.9,8.5,17.5,,0.8,0.4,1.2,.190,,2.1,1.7,3.8,0.4,2014-2015
774,158,Mason Plumlee,C,24,BRK,6,49,10.5,.554,.000,1.833,4.4,13.3,8.8,6.2,4.2,3.6,21.7,12.9,,0.0,0.1,0.1,.072,,-4.5,3.4,-1.1,0.0,2014-2015
775,159,Miles Plumlee,C,26,MIL,1,16,-0.3,.169,.000,.250,18.3,21.7,19.9,10.0,0.0,5.6,10.1,27.8,,-0.1,0.0,-0.1,-0.311,,-6.9,-5.3,-12.2,0.0,2014-2015
776,160,Quincy Pondexter,SF,26,NOP,4,124,11.7,.467,.357,.250,2.8,14.9,9.0,14.0,2.9,0.0,3.1,11.8,,0.1,0.0,0.2,.060,,-0.4,1.6,1.2,0.1,2014-2015
777,161,Otto Porter Jr.,SF,21,WAS,10,331,14.1,.514,.364,.239,8.1,17.8,13.1,8.4,1.8,0.5,5.8,13.8,,0.5,0.5,1.0,.144,,0.3,1.8,2.1,0.3,2014-2015
778,162,Dwight Powell,PF,23,DAL,2,3,-2.7,.000,.000,.000,0.0,35.6,17.1,38.5,0.0,0.0,0.0,13.6,,0.0,0.0,0.0,-0.158,,-10.1,3.8,-6.3,0.0,2014-2015
779,163,Phil Pressey,PG,23,BOS,2,5,-11.5,.000,.333,.000,21.3,0.0,10.9,0.0,0.0,19.4,0.0,26.8,,-0.1,0.0,-0.1,-0.538,,-9.8,-3.1,-12.9,0.0,2014-2015
780,164,Pablo Prigioni,PG,37,HOU,17,293,6.8,.451,.719,.070,2.2,4.5,3.4,18.7,2.4,0.0,17.0,10.1,,0.1,0.1,0.2,.025,,-3.8,1.2,-2.6,0.0,2014-2015
781,165,Zach Randolph,PF,33,MEM,11,382,13.3,.471,.030,.196,9.0,18.0,13.4,10.8,0.8,0.0,11.2,24.6,,0.0,0.3,0.3,.036,,-1.0,-1.5,-2.5,-0.1,2014-2015
782,166,JJ Redick,SG,30,LAC,14,540,10.2,.590,.547,.217,0.0,5.8,2.9,6.5,0.9,0.8,12.8,16.3,,0.5,0.1,0.5,.047,,0.4,-1.9,-1.4,0.1,2014-2015
783,167,Austin Rivers,SG,22,LAC,14,250,12.9,.516,.333,.181,2.6,7.5,5.0,10.1,1.9,1.4,9.6,21.8,,0.1,0.1,0.2,.045,,-0.2,-0.3,-0.4,0.1,2014-2015
784,168,Rajon Rondo,PG,28,DAL,2,37,11.6,.475,.100,.000,2.7,2.9,2.8,26.0,0.0,0.0,9.1,24.3,,0.0,0.0,0.0,.010,,0.0,-1.9,-2.0,0.0,2014-2015
785,169,Derrick Rose,PG,26,CHI,12,454,16.8,.484,.281,.166,3.2,10.7,7.0,33.5,1.6,1.1,13.1,29.1,,0.3,0.6,0.8,.088,,2.6,-0.8,1.8,0.4,2014-2015
786,170,Terrence Ross,SF,23,TOR,4,107,7.7,.483,.621,.000,0.0,6.8,3.2,5.8,1.4,3.2,6.5,13.0,,0.0,0.0,0.0,-0.017,,-0.6,-0.5,-1.2,0.0,2014-2015
787,171,Brandon Rush,SG,29,GSW,3,7,-4.5,.250,.333,.000,15.8,30.8,23.4,0.0,0.0,0.0,0.0,38.4,,0.0,0.0,0.0,-0.223,,-11.4,-6.3,-17.7,0.0,2014-2015
788,172,Dennis Schröder,PG,21,ATL,16,290,13.4,.458,.234,.193,1.8,8.9,5.4,37.8,1.6,0.0,14.6,28.9,,-0.2,0.2,0.1,.009,,-1.0,-1.3,-2.3,0.0,2014-2015
789,173,Mike Scott,PF,26,ATL,11,172,9.6,.440,.473,.073,10.0,18.7,14.3,4.6,1.5,0.0,11.0,16.9,,-0.1,0.2,0.1,.037,,-2.7,-1.9,-4.6,-0.1,2014-2015
790,174,Kevin Séraphin,C,25,WAS,6,72,12.2,.490,.000,.194,4.7,23.4,14.3,5.0,1.4,1.1,10.6,23.2,,0.0,0.1,0.1,.059,,-3.7,1.4,-2.3,0.0,2014-2015
791,175,Ramon Sessions,PG,28,WAS,10,218,9.6,.479,.357,.271,1.0,10.6,6.0,16.2,0.9,0.4,11.3,18.0,,0.1,0.2,0.3,.063,,-2.6,-0.7,-3.4,-0.1,2014-2015
792,176,Iman Shumpert,SG,24,CLE,20,695,10.6,.498,.567,.244,3.7,11.7,7.8,5.3,1.9,1.9,6.7,12.7,,0.6,0.9,1.5,.104,,-0.5,1.6,1.0,0.5,2014-2015
793,177,Marcus Smart,PG,20,BOS,4,90,12.8,.548,.448,.517,5.9,7.5,6.7,9.8,0.6,1.1,10.1,19.7,,0.1,0.0,0.1,.047,,-0.1,0.2,0.1,0.0,2014-2015
794,178,Greg Smith,PF,24,DAL,1,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,-0.039,,-3.0,-1.0,-4.0,0.0,2014-2015
795,179,J.R. Smith,SG,29,CLE,18,560,13.5,.538,.689,.097,1.8,14.7,8.4,7.0,1.6,1.5,6.5,18.6,,0.8,0.7,1.5,.128,,0.9,1.2,2.1,0.6,2014-2015
796,180,Josh Smith,PF,29,HOU,17,396,16.5,.505,.366,.381,6.9,18.1,12.6,20.6,1.1,3.4,14.4,27.9,,0.0,0.3,0.3,.036,,1.7,0.7,2.4,0.4,2014-2015
797,181,Russ Smith,PG,23,MEM,2,3,23.8,0,0,0,0.0,0.0,0.0,89.6,0.0,0.0,0,0.0,,0.0,0.0,0.0,.241,,8.6,0.5,9.1,0.0,2014-2015
798,182,Tony Snell,SF,23,CHI,11,140,6.3,.470,.614,.091,0.8,12.3,6.7,7.0,0.0,1.7,9.9,16.5,,0.0,0.1,0.1,.032,,-3.0,-1.1,-4.1,-0.1,2014-2015
799,183,Marreese Speights,C,27,GSW,10,67,13.2,.381,.000,.357,13.2,20.9,17.1,10.4,3.1,3.6,7.6,35.2,,-0.1,0.2,0.0,.012,,-5.0,-0.5,-5.5,-0.1,2014-2015
800,184,Tiago Splitter,C,30,SAS,7,123,7.0,.371,.000,.792,10.9,16.1,13.4,10.3,1.7,0.6,17.8,14.4,,-0.1,0.1,0.0,-0.004,,-4.2,0.0,-4.2,-0.1,2014-2015
801,185,Greg Stiemsma,C,29,TOR,1,2,101.6,.868,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.7,,0.1,0.0,0.1,1.540,,42.0,6.1,48.2,0.0,2014-2015
802,186,Amar'e Stoudemire,PF,32,DAL,5,75,11.3,.479,.000,.371,9.3,12.8,11.0,6.0,0.6,3.2,14.7,26.0,,0.0,0.0,0.0,-0.010,,-3.5,-2.1,-5.5,-0.1,2014-2015
803,187,Jared Sullinger,PF,22,BOS,4,80,21.7,.596,.237,.184,12.0,26.7,19.1,2.7,0.0,3.6,10.9,25.7,,0.2,0.0,0.2,.118,,4.1,0.5,4.6,0.1,2014-2015
804,188,Jeff Teague,PG,26,ATL,16,529,17.8,.507,.272,.251,2.0,8.3,5.2,35.3,2.3,1.1,13.9,26.5,,0.5,0.5,1.0,.094,,2.2,-0.2,2.0,0.5,2014-2015
805,189,Mirza Teletović,PF,29,BRK,3,16,-10.5,.000,.800,.000,0.0,27.1,13.5,0.0,3.2,0.0,16.7,17.2,,-0.1,0.0,-0.1,-0.366,,-13.7,-2.6,-16.3,-0.1,2014-2015
806,190,Garrett Temple,SG,28,WAS,4,26,1.5,.368,.500,1.333,4.3,8.1,6.3,5.3,3.9,0.0,24.0,21.3,,-0.1,0.0,-0.1,-0.095,,-10.2,-0.2,-10.3,-0.1,2014-2015
807,191,Jason Terry,SG,37,HOU,17,487,10.1,.553,.612,.119,1.3,6.7,4.0,14.9,1.5,0.3,12.4,13.8,,0.5,0.0,0.5,.054,,-0.8,0.4,-0.4,0.2,2014-2015
808,192,Isaiah Thomas,PG,25,BOS,4,119,17.9,.514,.333,.593,0.9,10.4,5.5,41.1,1.3,0.0,17.1,30.8,,0.1,0.0,0.1,.044,,3.3,-0.5,2.8,0.1,2014-2015
809,193,Klay Thompson,SG,24,GSW,21,761,14.8,.553,.437,.135,1.3,10.2,5.8,12.1,1.1,2.0,10.4,23.3,,0.9,1.0,1.9,.118,,2.0,0.0,1.9,0.7,2014-2015
810,194,Tristan Thompson,PF,23,CLE,20,727,15.4,.582,.000,.636,13.5,19.1,16.3,2.0,0.4,2.8,8.3,11.2,,1.7,0.9,2.5,.167,,0.9,-0.6,0.2,0.4,2014-2015
811,195,Hedo Türkoğlu,SF,35,LAC,11,55,2.9,.294,.765,.000,1.9,11.3,6.7,9.8,3.5,1.6,10.5,15.0,,-0.1,0.1,-0.1,-0.068,,-5.9,0.9,-5.0,0.0,2014-2015
812,196,Evan Turner,SG,26,BOS,4,118,11.2,.438,.091,.205,1.8,25.7,13.4,27.4,1.3,0.0,15.8,21.6,,-0.1,0.1,-0.1,-0.020,,-2.2,0.8,-1.4,0.0,2014-2015
